,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
2986,33.0,95,4.5,79.0,partly cloudy,1010.1,14,Winter,10.0,coastal,Cloudy
11382,25.0,90,15.0,93.0,clear,1028.41,12,Autumn,4.5,mountain,Sunny
8232,38.0,33,4.5,3.0,partly cloudy,1018.11,10,Spring,5.5,inland,Sunny
6812,26.0,74,3.5,32.0,overcast,1002.49,1,Winter,8.5,coastal,Cloudy
3043,32.0,77,12.5,87.0,partly cloudy,1023.85,10,Spring,1.0,mountain,Sunny
7464,2.0,85,16.5,91.0,overcast,993.6,1,Winter,3.0,mountain,Snowy
7834,-6.0,87,7.0,83.0,partly cloudy,986.77,0,Winter,2.0,inland,Snowy
7697,35.0,27,8.0,11.0,clear,1010.02,11,Spring,8.0,inland,Sunny
4724,19.0,102,9.0,96.0,clear,1021.07,2,Winter,1.0,inland,Sunny
1479,14.0,73,8.5,64.0,overcast,1001.87,3,Summer,2.5,inland,Rainy
5888,-9.0,61,14.5,99.0,overcast,995.46,0,Winter,4.0,mountain,Snowy
2027,4.0,94,11.5,60.0,overcast,993.01,1,Winter,4.0,inland,Snowy
13095,15.0,89,16.0,50.0,partly cloudy,991.07,2,Autumn,4.0,mountain,Rainy
10930,30.0,95,5.5,66.0,overcast,1008.03,2,Spring,1.5,mountain,Rainy
11594,-12.0,64,14.5,39.0,overcast,978.38,9,Summer,5.0,inland,Snowy
6658,30.0,86,11.0,63.0,overcast,1016.4,1,Spring,5.0,inland,Rainy
8819,21.0,67,5.5,41.0,partly cloudy,1009.92,4,Autumn,8.5,mountain,Cloudy
8735,34.0,64,7.0,77.0,partly cloudy,990.5,2,Winter,2.5,mountain,Rainy
2526,15.0,75,7.0,11.0,partly cloudy,1009.42,4,Winter,8.5,inland,Cloudy
1981,34.0,36,3.0,2.0,clear,1023.66,9,Spring,9.0,coastal,Sunny
2125,60.0,88,21.0,78.0,overcast,1009.94,10,Winter,8.5,coastal,Cloudy
8236,24.0,27,7.0,4.0,clear,1026.45,5,Spring,6.5,inland,Sunny
2443,20.0,80,6.0,74.0,overcast,999.38,1,Winter,4.5,inland,Rainy
7863,30.0,61,4.0,9.0,clear,1013.75,10,Summer,5.5,coastal,Sunny
9035,27.0,90,19.5,89.0,overcast,1002.45,1,Summer,2.0,inland,Rainy
9071,42.0,36,1.5,7.0,clear,1023.83,8,Winter,8.0,inland,Sunny
7594,29.0,41,1.0,18.0,clear,1021.9,7,Spring,6.0,mountain,Sunny
1383,36.0,22,0.0,3.0,clear,1012.66,10,Spring,9.0,inland,Sunny
6370,20.0,69,19.5,80.0,partly cloudy,997.52,0,Spring,1.5,coastal,Rainy
11637,1.0,94,14.5,95.0,overcast,983.6,1,Winter,2.0,inland,Snowy
197,20.0,42,4.0,13.0,partly cloudy,1028.3,5,Autumn,8.0,mountain,Sunny
7233,91.0,100,3.0,91.0,clear,1017.22,2,Summer,7.5,mountain,Sunny
502,18.0,75,11.0,20.0,partly cloudy,1003.14,4,Autumn,7.5,inland,Cloudy
5869,24.0,85,6.0,66.0,partly cloudy,997.58,0,Autumn,4.0,mountain,Rainy
10467,33.0,97,9.0,62.0,overcast,1000.41,1,Winter,1.0,inland,Rainy
12942,0.0,89,18.5,75.0,overcast,983.64,1,Winter,2.5,inland,Snowy
11488,29.0,74,15.5,50.0,overcast,997.11,0,Autumn,4.0,coastal,Rainy
3664,22.0,99,18.5,57.0,overcast,1018.13,2,Spring,3.0,mountain,Rainy
5087,17.0,61,9.5,45.0,overcast,1019.92,3,Winter,5.5,coastal,Cloudy
9029,31.0,61,9.0,11.0,partly cloudy,1010.64,2,Autumn,6.5,inland,Cloudy
6424,19.0,78,6.5,33.0,overcast,1004.21,1,Spring,8.0,inland,Cloudy
4357,16.0,74,5.0,49.0,partly cloudy,1015.72,1,Autumn,7.5,inland,Cloudy
2532,39.0,76,25.5,76.0,partly cloudy,1004.76,11,Autumn,1.5,mountain,Cloudy
4806,23.0,79,7.5,61.0,partly cloudy,994.92,1,Autumn,4.5,mountain,Rainy
5842,18.0,72,8.0,69.0,overcast,1001.85,0,Winter,2.0,coastal,Rainy
7542,19.0,87,13.5,87.0,clear,1014.94,13,Autumn,7.0,coastal,Sunny
4634,25.0,59,1.5,12.0,partly cloudy,1022.64,9,Autumn,7.5,mountain,Sunny
5086,2.0,88,17.5,93.0,overcast,998.72,1,Winter,4.5,inland,Snowy
7798,1.0,80,2.5,95.0,overcast,991.59,0,Winter,1.5,mountain,Snowy
7746,4.0,81,16.5,88.0,overcast,995.89,0,Winter,3.0,inland,Snowy
2581,22.0,69,5.5,12.0,partly cloudy,1011.75,2,Autumn,9.0,inland,Cloudy
12699,38.0,66,5.5,5.0,clear,1024.39,5,Summer,8.0,mountain,Sunny
2506,17.0,97,18.5,68.0,overcast,1008.74,0,Winter,5.0,inland,Rainy
3233,26.0,55,8.5,40.0,partly cloudy,1008.01,2,Autumn,6.5,coastal,Cloudy
9363,20.0,81,8.5,88.0,partly cloudy,1019.1,1,Summer,0.5,coastal,Rainy
489,23.0,104,3.5,76.0,partly cloudy,1028.36,8,Summer,4.0,coastal,Sunny
12825,33.0,97,21.0,91.0,overcast,1007.46,6,Summer,3.5,mountain,Rainy
1373,21.0,89,13.0,85.0,partly cloudy,1006.31,2,Spring,4.0,inland,Rainy
792,11.0,50,1.5,14.0,overcast,1015.95,3,Winter,6.5,mountain,Cloudy
13100,20.0,70,12.5,95.0,partly cloudy,1008.29,1,Winter,4.0,inland,Rainy
11742,4.0,93,6.0,104.0,partly cloudy,995.85,3,Winter,3.5,inland,Snowy
10891,20.0,108,20.0,92.0,partly cloudy,998.37,1,Summer,5.5,coastal,Rainy
12500,27.0,61,18.5,93.0,partly cloudy,1007.73,0,Winter,4.5,coastal,Rainy
6031,-4.0,96,6.0,60.0,overcast,994.34,1,Winter,3.5,inland,Snowy
2095,-3.0,68,10.5,60.0,overcast,980.49,1,Winter,4.5,mountain,Snowy
4219,30.0,66,11.0,75.0,overcast,993.26,3,Autumn,3.5,mountain,Rainy
2856,19.0,72,11.5,38.0,partly cloudy,1008.95,3,Spring,7.0,mountain,Cloudy
8140,29.0,73,14.5,60.0,overcast,1011.14,1,Summer,1.5,inland,Rainy
4872,22.0,38,2.0,2.0,partly cloudy,1024.6,9,Spring,10.0,mountain,Sunny
2163,20.0,78,15.0,44.0,partly cloudy,1004.76,4,Spring,6.5,inland,Cloudy
3999,54.0,107,26.0,88.0,partly cloudy,991.72,4,Spring,3.0,mountain,Rainy
1181,1.0,73,7.0,98.0,overcast,989.18,0,Winter,2.5,mountain,Snowy
5843,38.0,63,3.0,8.0,clear,1011.41,5,Spring,5.5,mountain,Sunny
12442,24.0,68,7.0,3.0,clear,1019.57,8,Winter,9.5,mountain,Sunny
1918,2.0,76,4.0,64.0,overcast,997.51,1,Winter,2.5,inland,Snowy
12876,33.0,72,11.0,53.0,partly cloudy,997.11,2,Autumn,3.0,coastal,Rainy
10757,4.0,95,7.5,97.0,partly cloudy,983.07,1,Winter,4.5,mountain,Snowy
8425,49.0,94,6.5,92.0,clear,1020.62,10,Summer,1.5,mountain,Sunny
6495,-21.0,91,22.0,74.0,overcast,995.7,8,Winter,0.5,inland,Snowy
9599,-6.0,78,20.0,74.0,overcast,986.62,0,Winter,2.5,inland,Snowy
4409,36.0,50,4.5,14.0,clear,1028.72,6,Autumn,8.0,mountain,Sunny
11250,34.0,79,1.0,32.0,overcast,1016.14,3,Spring,9.0,coastal,Cloudy
3815,31.0,76,16.5,58.0,overcast,1018.98,3,Winter,3.0,mountain,Rainy
3280,21.0,56,13.0,19.0,overcast,1017.64,1,Autumn,6.0,mountain,Cloudy
1712,25.0,75,9.0,13.0,overcast,1010.59,2,Summer,5.5,coastal,Cloudy
3416,37.0,109,21.0,94.0,partly cloudy,994.49,11,Spring,3.5,mountain,Rainy
2700,22.0,62,18.5,65.0,overcast,1018.26,2,Winter,4.0,inland,Rainy
4869,22.0,55,0.5,8.0,partly cloudy,1015.28,11,Summer,6.5,inland,Sunny
7671,-4.0,77,19.0,92.0,overcast,987.61,0,Winter,4.5,mountain,Snowy
3188,34.0,57,6.5,2.0,clear,1026.6,10,Summer,6.0,coastal,Sunny
759,44.0,24,2.5,97.0,partly cloudy,805.4,0,Summer,8.0,inland,Cloudy
12847,3.0,95,19.5,108.0,overcast,980.86,5,Winter,2.0,mountain,Snowy
3782,-10.0,99,8.0,50.0,overcast,989.49,0,Winter,2.5,inland,Snowy
8524,18.0,87,11.0,88.0,clear,1012.39,4,Autumn,2.5,inland,Sunny
4140,10.0,95,8.0,95.0,partly cloudy,1001.8,0,Winter,3.0,inland,Rainy
4101,4.0,87,22.5,104.0,overcast,987.21,8,Winter,2.0,inland,Snowy
176,-13.0,60,9.5,18.0,partly cloudy,931.79,7,Winter,5.5,coastal,Cloudy
11646,38.0,39,9.0,10.0,clear,1018.1,10,Summer,7.0,coastal,Sunny
5523,28.0,24,2.0,17.0,clear,1015.12,8,Winter,10.0,inland,Sunny
8152,-1.0,86,14.0,96.0,overcast,986.79,0,Winter,4.5,inland,Snowy
1915,33.0,74,7.0,55.0,partly cloudy,1016.64,3,Summer,2.5,inland,Rainy
9557,33.0,71,4.0,12.0,partly cloudy,1004.19,2,Winter,5.5,mountain,Cloudy
4283,3.0,84,7.5,57.0,overcast,984.74,1,Winter,3.0,mountain,Snowy
12080,10.0,85,15.5,89.0,overcast,991.09,2,Winter,1.5,coastal,Rainy
8703,-8.0,69,12.5,65.0,overcast,980.41,1,Winter,1.0,mountain,Snowy
3131,45.0,105,12.5,74.0,overcast,1000.3,8,Autumn,6.5,mountain,Cloudy
10924,19.0,96,28.0,104.0,overcast,1011.38,5,Spring,1.5,mountain,Rainy
4370,21.0,60,14.0,88.0,overcast,999.68,2,Winter,2.0,inland,Rainy
322,-14.0,48,5.0,74.0,partly cloudy,1022.96,8,Spring,5.5,coastal,Rainy
409,12.0,62,5.5,79.0,partly cloudy,1012.12,4,Winter,5.5,coastal,Rainy
2104,27.0,58,8.0,38.0,overcast,1004.35,1,Spring,6.5,coastal,Cloudy
8618,24.0,58,7.5,29.0,overcast,1011.97,3,Spring,7.5,coastal,Cloudy
13073,26.0,66,2.0,13.0,partly cloudy,1028.9,9,Spring,7.0,mountain,Sunny
9613,38.0,39,9.5,11.0,clear,1021.81,11,Summer,9.0,coastal,Sunny
8565,-5.0,72,17.5,79.0,overcast,987.3,1,Winter,4.5,inland,Snowy
10322,21.0,68,13.0,45.0,partly cloudy,1009.24,3,Autumn,5.0,coastal,Cloudy
3239,30.0,58,4.0,19.0,clear,1014.68,9,Summer,9.0,inland,Sunny
118,32.0,61,5.5,53.0,overcast,995.09,2,Summer,4.0,inland,Rainy
8456,41.0,58,1.5,7.0,clear,1024.84,8,Autumn,7.5,coastal,Sunny
10316,26.0,69,5.5,46.0,partly cloudy,1008.66,2,Summer,9.0,mountain,Cloudy
8652,18.0,63,1.5,80.0,partly cloudy,903.36,14,Autumn,14.5,mountain,Cloudy
12403,12.0,86,12.0,58.0,overcast,1011.56,1,Autumn,2.0,coastal,Rainy
10871,29.0,33,2.0,2.0,clear,1029.33,9,Summer,9.0,mountain,Sunny
4489,26.0,33,3.0,4.0,clear,1028.18,8,Spring,8.5,mountain,Sunny
3446,41.0,22,0.5,10.0,clear,1016.47,5,Winter,7.5,coastal,Sunny
10960,33.0,54,8.0,39.0,overcast,1002.62,4,Autumn,8.0,mountain,Cloudy
5068,31.0,75,19.5,81.0,partly cloudy,994.82,1,Spring,1.5,inland,Rainy
6397,-12.0,98,26.0,88.0,partly cloudy,996.82,5,Winter,1.0,inland,Snowy
3769,13.0,84,15.0,70.0,partly cloudy,996.59,3,Summer,4.0,coastal,Rainy
1998,31.0,45,2.0,1.0,clear,1025.05,5,Winter,8.0,coastal,Sunny
2271,27.0,59,2.0,6.0,partly cloudy,1024.88,10,Summer,6.0,mountain,Sunny
4358,-1.0,66,4.0,96.0,overcast,985.95,0,Winter,3.0,inland,Snowy
11400,33.0,57,0.5,4.0,partly cloudy,1023.33,5,Summer,6.5,coastal,Sunny
9270,53.0,90,12.5,77.0,overcast,998.02,6,Summer,2.0,mountain,Rainy
7998,24.0,45,1.5,22.0,cloudy,1035.56,6,Autumn,19.5,coastal,Rainy
3054,29.0,60,7.5,99.0,partly cloudy,1013.75,2,Spring,2.0,mountain,Rainy
10961,27.0,37,5.0,16.0,clear,1016.06,10,Autumn,9.0,inland,Sunny
4993,30.0,77,15.0,93.0,overcast,1005.72,0,Autumn,3.0,coastal,Rainy
6929,1.0,98,2.0,81.0,overcast,980.59,0,Winter,2.0,inland,Snowy
12305,22.0,24,1.5,7.0,clear,1029.6,5,Spring,6.5,mountain,Sunny
4968,29.0,87,10.0,50.0,partly cloudy,1012.33,1,Spring,1.0,coastal,Rainy
6189,19.0,80,24.5,70.0,partly cloudy,1006.31,11,Spring,4.0,inland,Cloudy
6935,3.0,82,20.0,81.0,partly cloudy,981.42,1,Winter,5.0,mountain,Snowy
1772,15.0,89,13.0,58.0,overcast,999.24,3,Summer,4.5,mountain,Rainy
8137,-2.0,104,19.0,108.0,overcast,994.16,13,Winter,6.0,inland,Snowy
1079,32.0,69,6.0,13.0,partly cloudy,1017.58,5,Winter,6.5,coastal,Sunny
2144,22.0,87,9.5,52.0,overcast,996.79,2,Summer,4.0,inland,Rainy
8496,-10.0,87,7.5,92.0,overcast,989.18,1,Winter,2.5,inland,Snowy
11455,18.0,67,11.5,65.0,overcast,1016.37,3,Spring,1.5,mountain,Rainy
2957,26.0,65,18.5,58.0,overcast,1018.62,1,Summer,4.0,coastal,Rainy
12398,0.0,95,10.0,66.0,overcast,981.55,0,Winter,1.0,inland,Snowy
4078,48.0,36,7.5,21.0,partly cloudy,1169.45,13,Spring,20.0,coastal,Cloudy
2288,4.0,66,6.0,87.0,overcast,995.11,0,Winter,1.5,inland,Snowy
6102,28.0,58,8.0,30.0,partly cloudy,1012.78,3,Spring,8.0,mountain,Cloudy
1020,3.0,77,12.0,59.0,overcast,991.63,0,Winter,4.0,mountain,Snowy
6873,-1.0,64,11.0,95.0,overcast,987.04,1,Winter,2.0,inland,Snowy
848,21.0,61,6.0,17.0,overcast,1019.35,3,Autumn,6.5,inland,Cloudy
5210,-8.0,78,13.0,98.0,partly cloudy,997.98,1,Winter,1.5,mountain,Snowy
8949,32.0,44,1.5,1.0,clear,1021.46,5,Winter,6.5,mountain,Sunny
9357,3.0,60,4.0,78.0,overcast,992.41,1,Winter,3.5,inland,Snowy
12242,27.0,59,4.0,17.0,partly cloudy,1004.23,3,Summer,8.0,inland,Cloudy
7144,37.0,27,3.0,5.0,clear,1014.53,5,Winter,8.0,coastal,Sunny
12052,-4.0,34,3.0,31.0,cloudy,1033.54,13,Spring,16.5,mountain,Cloudy
11058,4.0,73,14.5,79.0,overcast,986.78,1,Winter,3.0,mountain,Snowy
8151,4.0,87,4.5,66.0,overcast,998.15,1,Winter,1.0,inland,Snowy
8972,-10.0,30,2.5,65.0,cloudy,1104.06,8,Autumn,16.5,inland,Sunny
10651,45.0,75,20.0,81.0,overcast,1014.22,4,Winter,0.5,inland,Rainy
8060,35.0,68,1.5,9.0,partly cloudy,1013.93,7,Spring,9.5,coastal,Sunny
1327,26.0,34,1.0,10.0,partly cloudy,1010.31,5,Winter,8.0,coastal,Sunny
8786,-6.0,64,6.5,51.0,overcast,989.29,1,Winter,4.0,inland,Snowy
11968,1.0,70,13.5,56.0,partly cloudy,990.65,0,Winter,4.5,inland,Snowy
5448,-9.0,76,15.0,83.0,overcast,990.78,1,Winter,2.5,inland,Snowy
9460,6.0,74,1.5,69.0,cloudy,1164.08,14,Spring,7.5,mountain,Sunny
8974,-4.0,71,1.5,76.0,partly cloudy,989.67,1,Winter,3.0,inland,Snowy
7035,14.0,62,18.0,59.0,partly cloudy,1016.09,1,Autumn,3.0,mountain,Rainy
2865,24.0,84,14.5,55.0,partly cloudy,1000.69,3,Winter,1.5,mountain,Rainy
907,24.0,88,44.5,76.0,partly cloudy,1005.61,1,Spring,1.5,coastal,Rainy
2872,2.0,73,6.0,58.0,overcast,985.32,0,Winter,2.5,mountain,Snowy
7277,20.0,75,19.5,54.0,partly cloudy,1001.83,2,Summer,3.5,mountain,Rainy
12803,32.0,57,9.0,6.0,clear,1021.55,5,Winter,5.5,coastal,Sunny
10208,-9.0,61,3.5,51.0,overcast,985.96,0,Winter,2.5,mountain,Snowy
6494,0.0,75,3.5,56.0,overcast,997.51,0,Winter,5.0,mountain,Snowy
6456,20.0,72,36.0,102.0,partly cloudy,1001.63,10,Spring,3.5,mountain,Cloudy
12982,26.0,92,12.5,61.0,overcast,1018.18,3,Summer,4.0,coastal,Rainy
12501,12.0,72,7.0,35.0,overcast,1008.54,1,Spring,5.0,coastal,Cloudy
390,18.0,94,2.5,109.0,partly cloudy,1018.62,11,Summer,6.0,coastal,Cloudy
3598,12.0,56,13.5,21.0,partly cloudy,1002.46,1,Spring,5.5,inland,Cloudy
11714,1.0,85,6.5,63.0,overcast,995.75,1,Winter,2.5,mountain,Snowy
5078,22.0,26,7.0,17.0,partly cloudy,1014.24,9,Winter,8.0,mountain,Sunny
7214,33.0,44,1.5,11.0,clear,1011.95,7,Summer,8.5,inland,Sunny
11760,20.0,84,10.0,69.0,partly cloudy,994.06,0,Winter,4.5,coastal,Rainy
4827,-5.0,61,10.5,70.0,overcast,988.25,0,Winter,3.5,mountain,Snowy
765,22.0,66,7.0,23.0,overcast,1005.65,2,Winter,8.5,coastal,Cloudy
5707,-9.0,72,0.0,98.0,overcast,992.91,0,Winter,5.0,mountain,Snowy
9942,37.0,29,8.5,19.0,partly cloudy,1019.46,10,Summer,7.0,mountain,Sunny
1920,32.0,80,15.5,61.0,overcast,1012.02,0,Winter,4.0,coastal,Rainy
8796,14.0,79,14.0,99.0,partly cloudy,1000.48,3,Spring,3.5,coastal,Rainy
975,26.0,61,13.5,73.0,partly cloudy,995.23,2,Autumn,2.0,inland,Rainy
8000,12.0,68,14.0,58.0,partly cloudy,1011.71,2,Summer,4.5,inland,Rainy
5353,11.0,62,2.5,47.0,partly cloudy,1001.87,1,Winter,8.5,mountain,Cloudy
1790,24.0,39,6.5,2.0,clear,1017.18,5,Autumn,5.0,coastal,Sunny
1455,30.0,68,17.0,74.0,overcast,1017.1,2,Autumn,3.5,mountain,Rainy
12239,24.0,89,12.5,69.0,partly cloudy,995.3,3,Winter,3.5,mountain,Rainy
11081,3.0,86,2.5,68.0,overcast,980.4,0,Winter,1.5,mountain,Snowy
1588,17.0,85,16.5,79.0,overcast,1017.45,3,Autumn,4.0,mountain,Rainy
12320,82.0,95,8.0,84.0,clear,1015.95,7,Winter,6.0,coastal,Sunny
11996,21.0,57,9.5,33.0,partly cloudy,1014.18,3,Autumn,5.5,mountain,Cloudy
2037,16.0,85,17.5,66.0,partly cloudy,990.29,3,Summer,3.5,inland,Rainy
9371,25.0,63,2.0,70.0,overcast,1010.96,6,Summer,12.0,mountain,Sunny
6242,36.0,89,0.5,73.0,partly cloudy,1006.71,13,Summer,2.5,coastal,Cloudy
2747,23.0,71,2.5,18.0,partly cloudy,1007.64,2,Winter,6.5,inland,Cloudy
304,35.0,58,3.0,19.0,clear,1015.4,5,Winter,5.0,mountain,Sunny
6000,26.0,78,16.0,73.0,overcast,995.51,0,Summer,4.5,inland,Rainy
10654,23.0,65,3.0,4.0,partly cloudy,1024.1,7,Spring,5.5,inland,Sunny
10819,17.0,64,5.5,89.0,overcast,1004.85,3,Winter,3.0,mountain,Rainy
7113,38.0,41,10.0,5.0,clear,1025.62,9,Winter,9.5,mountain,Sunny
85,32.0,35,2.5,63.0,partly cloudy,1160.48,2,Winter,0.0,coastal,Sunny
11237,23.0,67,15.0,29.0,partly cloudy,1000.19,2,Autumn,5.5,inland,Cloudy
8691,-9.0,84,12.5,74.0,overcast,990.03,0,Winter,1.5,mountain,Snowy
12007,30.0,62,11.5,36.0,overcast,1019.97,3,Summer,5.5,mountain,Cloudy
7258,27.0,40,2.0,35.0,partly cloudy,876.81,14,Winter,8.0,inland,Cloudy
2450,42.0,58,2.0,5.0,clear,1029.39,6,Spring,6.5,mountain,Sunny
2042,34.0,72,0.5,24.0,partly cloudy,1007.94,1,Winter,5.5,coastal,Cloudy
9981,44.0,40,8.0,19.0,partly cloudy,1022.32,7,Autumn,7.5,coastal,Sunny
6644,26.0,77,5.5,14.0,partly cloudy,1010.16,1,Winter,8.5,mountain,Cloudy
10478,27.0,60,6.0,24.0,overcast,1012.08,3,Winter,8.5,mountain,Cloudy
6100,-2.0,79,4.0,74.0,overcast,982.18,0,Winter,3.0,mountain,Snowy
1875,27.0,59,6.0,0.0,clear,1015.53,10,Autumn,7.0,coastal,Sunny
1911,41.0,55,4.0,11.0,clear,1015.43,11,Winter,6.5,coastal,Sunny
986,34.0,84,12.0,84.0,overcast,995.23,3,Summer,4.0,mountain,Rainy
10883,22.0,33,1.5,8.0,clear,1029.06,7,Summer,5.5,coastal,Sunny
9817,32.0,54,14.0,90.0,cloudy,840.45,8,Spring,3.5,coastal,Rainy
2326,-9.0,93,5.5,83.0,partly cloudy,991.4,1,Winter,2.0,inland,Snowy
10576,32.0,71,1.5,33.0,partly cloudy,1015.11,4,Summer,5.5,coastal,Cloudy
6933,28.0,46,6.5,4.0,clear,1011.76,9,Autumn,10.0,inland,Sunny
10584,38.0,45,7.0,19.0,clear,1020.65,11,Autumn,8.5,mountain,Sunny
6492,24.0,63,7.5,20.0,overcast,1000.2,1,Winter,6.0,mountain,Cloudy
12360,21.0,66,6.0,40.0,overcast,1004.33,2,Spring,9.0,mountain,Cloudy
4295,68.0,96,33.5,79.0,overcast,1002.97,8,Summer,2.0,inland,Rainy
10163,24.0,75,17.5,84.0,overcast,999.76,3,Summer,5.0,mountain,Rainy
2716,-3.0,65,2.0,18.0,cloudy,1189.9,6,Summer,18.0,coastal,Cloudy
117,-10.0,70,2.5,56.0,overcast,989.29,1,Winter,4.0,mountain,Snowy
4154,6.0,45,14.5,64.0,partly cloudy,981.59,4,Summer,11.5,mountain,Cloudy
7506,27.0,53,4.5,11.0,clear,1010.61,9,Autumn,8.0,mountain,Sunny
2137,30.0,78,9.0,82.0,overcast,1010.4,1,Summer,3.0,mountain,Rainy
6598,24.0,56,14.5,11.0,partly cloudy,1001.54,2,Winter,8.0,mountain,Cloudy
4815,34.0,69,8.0,16.0,clear,1016.95,9,Winter,9.5,inland,Sunny
6468,41.0,97,27.5,101.0,overcast,991.49,0,Summer,0.5,mountain,Rainy
2656,19.0,95,22.5,80.0,partly cloudy,1019.75,0,Autumn,1.5,coastal,Rainy
3185,40.0,33,8.5,2.0,clear,1011.18,11,Spring,6.0,inland,Sunny
5106,22.0,64,1.0,17.0,partly cloudy,1021.27,10,Summer,8.5,coastal,Sunny
6589,1.0,70,19.5,93.0,overcast,995.39,0,Winter,3.5,inland,Snowy
921,29.0,67,1.5,5.0,clear,1024.29,5,Summer,8.0,coastal,Sunny
12562,23.0,46,6.0,18.0,partly cloudy,1012.17,10,Summer,6.5,mountain,Sunny
6320,17.0,78,10.5,71.0,overcast,992.32,2,Winter,3.5,mountain,Rainy
2164,11.0,81,16.5,81.0,overcast,1016.78,3,Autumn,3.5,inland,Rainy
7218,26.0,37,5.0,15.0,partly cloudy,1028.45,7,Spring,6.5,coastal,Sunny
8336,26.0,52,2.5,12.0,overcast,1009.69,2,Winter,6.5,coastal,Cloudy
4579,-3.0,66,13.5,85.0,partly cloudy,994.51,0,Winter,3.0,inland,Snowy
5657,23.0,30,5.0,83.0,partly cloudy,888.58,12,Winter,8.5,coastal,Cloudy
1868,-10.0,74,0.0,33.0,partly cloudy,1171.26,12,Summer,13.0,inland,Rainy
4504,2.0,72,4.5,92.0,overcast,992.07,1,Winter,2.5,mountain,Snowy
2706,13.0,75,1.5,47.0,partly cloudy,1011.57,2,Summer,7.0,coastal,Cloudy
7694,29.0,65,8.5,51.0,overcast,1007.45,0,Summer,3.5,mountain,Rainy
7664,-7.0,87,21.0,105.0,overcast,980.78,13,Winter,3.0,mountain,Snowy
11677,3.0,63,0.5,51.0,overcast,987.84,1,Winter,2.0,mountain,Snowy
5012,34.0,89,12.0,62.0,partly cloudy,1013.2,1,Spring,2.5,inland,Rainy
6250,32.0,84,8.5,70.0,overcast,1000.17,1,Summer,5.0,inland,Rainy
4432,40.0,69,8.0,12.0,clear,1029.38,10,Summer,10.0,coastal,Sunny
1855,22.0,60,19.5,79.0,overcast,998.11,3,Autumn,4.0,inland,Rainy
11823,2.0,65,1.5,54.0,partly cloudy,998.64,1,Winter,3.5,mountain,Snowy
461,29.0,55,7.0,20.0,overcast,1019.91,4,Spring,5.5,inland,Cloudy
6601,30.0,70,16.0,53.0,partly cloudy,1004.4,1,Winter,4.5,coastal,Rainy
4638,-7.0,72,37.5,71.0,partly cloudy,987.5,9,Winter,2.0,inland,Snowy
11804,28.0,73,10.5,36.0,overcast,1005.2,2,Spring,8.0,inland,Cloudy
9135,-4.0,70,4.5,93.0,overcast,999.51,1,Winter,2.0,inland,Snowy
11723,10.0,65,10.5,21.0,partly cloudy,1003.93,2,Spring,5.5,coastal,Cloudy
8843,32.0,66,13.5,12.0,overcast,1010.32,2,Winter,7.5,inland,Cloudy
7460,35.0,66,6.5,1.0,clear,1020.63,5,Summer,6.5,inland,Sunny
4148,26.0,88,16.5,97.0,overcast,990.55,1,Spring,5.0,mountain,Rainy
7481,-2.0,99,17.0,96.0,overcast,990.96,0,Winter,4.5,inland,Snowy
1217,14.0,94,11.0,63.0,overcast,1000.9,2,Winter,4.0,inland,Rainy
319,15.0,74,19.0,81.0,partly cloudy,1017.45,1,Summer,1.5,inland,Rainy
11284,-2.0,74,0.5,58.0,overcast,984.23,1,Winter,3.0,inland,Snowy
6678,-6.0,67,16.5,92.0,overcast,991.21,1,Winter,4.0,inland,Snowy
3112,34.0,60,5.0,18.0,clear,1027.04,6,Winter,9.5,inland,Sunny
12002,20.0,77,8.5,90.0,overcast,1001.13,2,Spring,2.5,inland,Rainy
7477,31.0,50,0.0,46.0,overcast,1005.13,2,Winter,5.5,inland,Cloudy
8280,74.0,70,4.0,100.0,clear,1016.37,14,Summer,2.5,coastal,Sunny
3552,10.0,79,7.0,34.0,overcast,1019.41,1,Summer,7.0,coastal,Cloudy
1035,32.0,67,8.5,19.0,overcast,1015.46,2,Spring,8.0,inland,Cloudy
24,38.0,83,7.0,101.0,partly cloudy,1017.94,4,Spring,8.5,mountain,Cloudy
4188,-6.0,75,1.0,87.0,overcast,987.57,0,Winter,3.5,inland,Snowy
13052,28.0,41,1.5,10.0,clear,1019.55,11,Autumn,7.0,mountain,Sunny
11098,28.0,55,12.0,30.0,partly cloudy,1012.01,2,Winter,6.0,mountain,Cloudy
2195,14.0,77,8.5,18.0,partly cloudy,1017.04,4,Spring,6.0,coastal,Cloudy
4728,16.0,62,7.5,74.0,partly cloudy,1009.72,3,Spring,5.0,inland,Rainy
10721,-6.0,61,20.0,75.0,partly cloudy,990.26,0,Winter,3.0,inland,Snowy
11829,58.0,81,27.0,108.0,overcast,1002.41,14,Spring,1.5,inland,Rainy
8790,13.0,56,5.0,23.0,overcast,1018.73,1,Summer,8.5,mountain,Cloudy
4573,3.0,81,4.0,96.0,overcast,998.11,3,Winter,1.5,mountain,Snowy
8745,33.0,46,4.5,19.0,clear,1021.84,9,Spring,8.0,inland,Sunny
1760,38.0,88,19.5,85.0,partly cloudy,1009.03,0,Spring,4.5,inland,Cloudy
1454,30.0,72,6.5,94.0,overcast,999.3,0,Summer,5.0,mountain,Rainy
