,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
2644,24.0,82,18.5,99.0,overcast,1007.66,2,Spring,2.0,mountain,Rainy
2645,21.0,64,9.5,98.0,overcast,1007.7,2,Spring,1.5,coastal,Rainy
2646,1.0,66,11.0,52.0,overcast,997.99,0,Winter,4.0,inland,Snowy
2647,22.0,22,2.0,18.0,clear,1019.21,11,Spring,8.5,mountain,Sunny
2648,27.0,96,11.5,51.0,partly cloudy,1006.4,2,Spring,2.0,coastal,Rainy
2649,35.0,43,9.0,5.0,partly cloudy,1029.71,6,Spring,9.5,inland,Sunny
2650,14.0,82,14.0,66.0,overcast,993.11,2,Autumn,4.0,inland,Rainy
2651,-5.0,83,4.5,72.0,partly cloudy,999.7,1,Winter,2.0,mountain,Snowy
2652,7.0,51,9.0,31.0,cloudy,801.25,8,Summer,4.0,mountain,Sunny
2653,-9.0,99,6.0,55.0,partly cloudy,982.81,1,Winter,2.0,mountain,Snowy
2654,32.0,56,5.5,3.0,clear,1027.24,7,Autumn,7.5,coastal,Sunny
2655,-3.0,48,9.5,33.0,overcast,1088.77,9,Summer,4.5,inland,Rainy
2656,19.0,95,22.5,80.0,partly cloudy,1019.75,0,Autumn,1.5,coastal,Rainy
2657,30.0,68,15.0,58.0,partly cloudy,1005.8,1,Winter,2.0,coastal,Rainy
2658,4.0,93,6.0,57.0,overcast,983.35,1,Winter,3.0,inland,Snowy
2659,27.0,51,4.5,34.0,partly cloudy,1011.34,4,Summer,6.0,mountain,Cloudy
2660,0.0,83,39.0,99.0,partly cloudy,997.74,3,Winter,6.0,inland,Snowy
2661,36.0,46,0.5,18.0,clear,1015.45,5,Winter,9.0,mountain,Sunny
2662,22.0,68,6.5,58.0,overcast,809.03,1,Spring,10.0,mountain,Snowy
2663,2.0,82,16.0,63.0,overcast,994.84,1,Winter,4.5,mountain,Snowy
2664,27.0,86,7.5,108.0,partly cloudy,1005.5,2,Autumn,1.0,coastal,Cloudy
2665,44.0,60,2.0,16.0,partly cloudy,1014.04,5,Winter,10.0,coastal,Sunny
2666,-17.0,76,1.5,56.0,cloudy,963.63,14,Winter,15.0,inland,Cloudy
2667,16.0,51,12.5,18.0,partly cloudy,1013.79,1,Autumn,7.5,coastal,Cloudy
2668,49.0,34,8.5,53.0,cloudy,1082.74,14,Winter,0.0,inland,Snowy
2669,13.0,72,9.0,33.0,overcast,1001.87,4,Autumn,6.0,coastal,Cloudy
2670,-5.0,92,11.5,72.0,overcast,986.27,0,Winter,3.0,mountain,Snowy
2671,29.0,93,6.5,78.0,overcast,1000.35,0,Winter,4.0,mountain,Rainy
2672,24.0,54,8.0,12.0,clear,1010.53,5,Spring,7.5,mountain,Sunny
2673,3.0,74,10.0,95.0,overcast,997.24,1,Winter,4.5,mountain,Snowy
2674,-17.0,92,29.0,99.0,overcast,981.31,5,Winter,1.5,mountain,Snowy
2675,-5.0,88,14.5,53.0,overcast,985.74,1,Winter,4.5,mountain,Snowy
2676,14.0,77,16.0,67.0,overcast,1010.22,2,Autumn,4.5,inland,Rainy
2677,-19.0,75,1.0,72.0,overcast,988.25,10,Winter,2.0,inland,Snowy
2678,-2.0,71,16.0,83.0,overcast,983.38,0,Winter,3.0,inland,Snowy
2679,-9.0,89,8.0,65.0,overcast,992.01,1,Winter,2.0,inland,Snowy
2680,17.0,65,6.0,98.0,overcast,1013.45,2,Spring,3.0,coastal,Rainy
2681,41.0,49,3.5,16.0,partly cloudy,1011.05,5,Winter,5.5,mountain,Sunny
2682,22.0,54,12.0,33.0,partly cloudy,1006.22,4,Spring,8.0,mountain,Cloudy
2683,30.0,79,6.5,70.0,clear,1014.86,5,Summer,2.5,inland,Sunny
2684,21.0,55,8.0,10.0,clear,1018.15,8,Winter,7.5,inland,Sunny
2685,12.0,67,8.0,27.0,overcast,1006.23,3,Summer,8.5,mountain,Cloudy
2686,-10.0,90,3.5,73.0,overcast,989.85,0,Winter,1.5,inland,Snowy
2687,34.0,106,4.0,90.0,partly cloudy,1024.24,9,Spring,11.0,mountain,Sunny
2688,41.0,40,0.5,8.0,clear,1014.01,8,Winter,8.0,inland,Sunny
2689,17.0,66,4.5,91.0,cloudy,929.1,9,Winter,14.5,coastal,Sunny
2690,16.0,85,8.5,72.0,overcast,1018.96,1,Spring,3.0,coastal,Rainy
2691,32.0,66,2.0,20.0,overcast,1002.14,1,Spring,5.0,mountain,Cloudy
2692,40.0,25,1.5,16.0,clear,1020.02,5,Spring,9.0,inland,Sunny
2693,-3.0,70,18.0,50.0,overcast,992.9,1,Winter,4.5,inland,Snowy
2694,20.0,56,0.0,17.0,partly cloudy,1009.56,2,Autumn,5.5,mountain,Cloudy
2695,28.0,66,13.5,15.0,overcast,1005.87,3,Autumn,8.0,coastal,Cloudy
2696,-5.0,60,14.0,72.0,overcast,996.55,1,Winter,1.0,inland,Snowy
2697,22.0,72,3.5,38.0,partly cloudy,1009.03,2,Winter,6.5,inland,Cloudy
2698,22.0,48,9.0,12.0,clear,1016.71,10,Winter,9.0,inland,Sunny
2699,27.0,50,4.0,14.0,overcast,1001.47,2,Spring,6.5,inland,Cloudy
2700,22.0,62,18.5,65.0,overcast,1018.26,2,Winter,4.0,inland,Rainy
2701,27.0,73,4.5,38.0,partly cloudy,1013.74,1,Autumn,6.5,inland,Cloudy
2702,28.0,50,8.0,42.0,overcast,1003.81,3,Spring,6.5,inland,Cloudy
2703,22.0,50,1.5,84.0,overcast,1098.25,9,Autumn,0.5,coastal,Cloudy
2704,-2.0,61,5.5,54.0,overcast,980.09,0,Winter,3.5,mountain,Snowy
2705,14.0,95,17.5,62.0,partly cloudy,1014.31,2,Winter,5.0,mountain,Rainy
2706,13.0,75,1.5,47.0,partly cloudy,1011.57,2,Summer,7.0,coastal,Cloudy
2707,28.0,77,16.5,50.0,partly cloudy,1004.64,2,Autumn,3.5,mountain,Rainy
2708,-10.0,66,13.0,62.0,overcast,999.54,0,Winter,4.5,mountain,Snowy
2709,13.0,57,10.0,31.0,overcast,1014.92,3,Winter,8.0,coastal,Cloudy
2710,25.0,100,5.5,101.0,overcast,1019.96,12,Autumn,7.5,coastal,Cloudy
2711,3.0,82,1.5,86.0,overcast,991.81,0,Winter,3.5,mountain,Snowy
2712,6.0,69,6.5,31.0,cloudy,962.72,10,Winter,14.5,inland,Snowy
2713,-2.0,87,9.5,85.0,overcast,990.74,0,Winter,2.0,mountain,Snowy
2714,-5.0,34,2.0,34.0,cloudy,1061.53,11,Winter,17.0,coastal,Snowy
2715,-1.0,36,13.5,12.0,overcast,805.92,5,Autumn,5.0,mountain,Snowy
2716,-3.0,65,2.0,18.0,cloudy,1189.9,6,Summer,18.0,coastal,Cloudy
2717,32.0,48,4.0,7.0,clear,1021.88,6,Autumn,10.0,inland,Sunny
2718,-6.0,72,2.5,60.0,overcast,991.71,1,Winter,4.5,mountain,Snowy
2719,15.0,86,12.0,56.0,overcast,1004.64,2,Autumn,2.0,coastal,Rainy
2720,29.0,20,6.5,7.0,partly cloudy,1023.84,7,Autumn,9.5,inland,Sunny
2721,-2.0,66,8.0,68.0,overcast,995.2,1,Winter,3.5,mountain,Snowy
2722,15.0,91,19.5,77.0,overcast,1017.27,1,Autumn,1.0,mountain,Rainy
2723,29.0,81,12.0,61.0,overcast,1006.71,1,Autumn,1.0,coastal,Rainy
2724,35.0,31,7.5,8.0,clear,1010.48,9,Summer,6.0,mountain,Sunny
2725,23.0,74,0.5,28.0,partly cloudy,1017.82,2,Summer,6.5,mountain,Cloudy
2726,33.0,84,22.0,95.0,overcast,1017.41,11,Spring,10.0,mountain,Cloudy
2727,18.0,55,2.0,48.0,overcast,1000.66,3,Summer,8.0,inland,Cloudy
2728,16.0,96,28.0,108.0,overcast,1006.49,0,Autumn,2.0,mountain,Rainy
2729,27.0,77,4.5,10.0,cloudy,885.35,10,Winter,6.5,mountain,Snowy
2730,-1.0,61,15.0,73.0,overcast,996.37,0,Winter,2.0,mountain,Snowy
2731,37.0,45,9.5,18.0,partly cloudy,1018.93,8,Autumn,7.5,mountain,Sunny
2732,12.0,71,19.5,77.0,overcast,999.29,1,Summer,5.0,coastal,Rainy
2733,1.0,86,0.0,65.0,overcast,985.11,0,Winter,3.0,inland,Snowy
2734,28.0,54,9.5,1.0,clear,1024.68,8,Winter,9.0,mountain,Sunny
2735,21.0,62,7.0,29.0,overcast,1006.29,1,Summer,5.5,coastal,Cloudy
2736,41.0,25,5.5,19.0,clear,1021.71,7,Winter,7.0,mountain,Sunny
2737,-17.0,65,1.5,30.0,cloudy,822.07,7,Autumn,3.0,inland,Sunny
2738,18.0,63,6.0,68.0,partly cloudy,997.33,3,Autumn,4.0,mountain,Rainy
2739,3.0,93,0.5,96.0,overcast,993.61,1,Winter,4.5,inland,Snowy
2740,21.0,84,16.5,69.0,overcast,1005.71,2,Autumn,2.5,mountain,Rainy
2741,-8.0,86,11.0,93.0,overcast,997.5,1,Winter,2.0,inland,Snowy
2742,21.0,66,8.0,52.0,overcast,1003.77,0,Summer,2.0,inland,Rainy
2743,29.0,50,6.5,19.0,clear,1014.49,9,Spring,9.0,inland,Sunny
2744,43.0,24,2.0,15.0,clear,1014.48,6,Autumn,9.5,inland,Sunny
2745,24.0,89,31.0,98.0,partly cloudy,1013.05,1,Autumn,5.0,mountain,Rainy
2746,-9.0,88,5.0,96.0,partly cloudy,992.04,1,Winter,3.0,inland,Snowy
2747,23.0,71,2.5,18.0,partly cloudy,1007.64,2,Winter,6.5,inland,Cloudy
2748,-9.0,71,24.0,109.0,overcast,995.13,5,Winter,1.5,mountain,Snowy
2749,42.0,23,9.5,11.0,partly cloudy,1017.11,7,Spring,9.5,mountain,Sunny
2750,32.0,54,14.0,28.0,overcast,1004.08,3,Winter,6.5,coastal,Cloudy
2751,59.0,107,19.0,92.0,overcast,1015.41,2,Autumn,1.5,inland,Rainy
2752,0.0,92,4.5,69.0,overcast,999.88,0,Winter,4.5,inland,Snowy
2753,30.0,99,17.0,77.0,overcast,1013.33,0,Summer,2.0,coastal,Rainy
2754,-10.0,61,1.0,62.0,overcast,987.33,1,Winter,3.0,mountain,Snowy
2755,-3.0,92,2.5,87.0,overcast,989.97,0,Winter,2.0,inland,Snowy
2756,70.0,106,14.0,87.0,overcast,1019.68,10,Summer,2.0,inland,Rainy
2757,8.0,106,0.5,104.0,partly cloudy,1011.53,1,Spring,1.0,mountain,Cloudy
2758,4.0,85,17.0,81.0,overcast,998.14,0,Winter,4.0,mountain,Snowy
2759,3.0,74,7.0,69.0,overcast,993.96,0,Winter,4.5,mountain,Snowy
2760,17.0,54,3.0,36.0,overcast,1002.52,4,Winter,7.0,inland,Cloudy
2761,10.0,65,12.0,42.0,partly cloudy,1008.82,4,Spring,5.0,coastal,Cloudy
2762,30.0,73,6.0,78.0,overcast,991.57,3,Summer,4.0,inland,Rainy
2763,-6.0,79,18.0,85.0,overcast,990.46,1,Winter,4.5,inland,Snowy
2764,26.0,46,2.0,5.0,partly cloudy,1024.46,6,Summer,8.0,inland,Sunny
2765,64.0,109,13.5,90.0,clear,1019.1,2,Autumn,2.5,mountain,Sunny
2766,29.0,33,5.5,17.0,clear,1022.56,6,Summer,6.0,mountain,Sunny
2767,34.0,85,14.0,72.0,partly cloudy,996.49,3,Winter,4.0,inland,Rainy
2768,-6.0,38,8.5,58.0,partly cloudy,1075.61,13,Winter,10.0,coastal,Cloudy
2769,-2.0,65,17.0,96.0,partly cloudy,988.85,1,Winter,2.5,inland,Snowy
2770,34.0,62,4.5,14.0,overcast,954.37,1,Winter,1.5,coastal,Sunny
2771,1.0,45,4.5,36.0,cloudy,1033.81,10,Autumn,2.5,mountain,Cloudy
2772,-11.0,63,12.0,59.0,cloudy,1072.4,2,Spring,16.5,inland,Cloudy
2773,24.0,71,11.0,81.0,overcast,1018.76,3,Summer,4.5,mountain,Rainy
2774,34.0,92,46.5,72.0,overcast,991.43,14,Winter,1.5,inland,Rainy
2775,33.0,72,12.0,37.0,overcast,1000.2,2,Spring,8.0,coastal,Cloudy
2776,22.0,59,8.5,95.0,cloudy,845.46,11,Winter,7.0,mountain,Sunny
2777,-7.0,88,13.5,91.0,overcast,989.51,0,Winter,4.0,inland,Snowy
2778,34.0,80,12.5,51.0,overcast,1011.21,0,Summer,3.0,mountain,Rainy
2779,1.0,86,1.5,95.0,overcast,995.37,1,Winter,5.0,inland,Snowy
2780,14.0,55,2.5,15.0,overcast,1017.92,3,Winter,7.5,inland,Cloudy
2781,12.0,70,5.0,14.0,partly cloudy,1006.65,4,Spring,7.0,mountain,Cloudy
2782,16.0,78,5.0,40.0,partly cloudy,1018.58,3,Summer,7.5,inland,Cloudy
2783,12.0,73,1.5,24.0,overcast,1002.85,4,Summer,7.5,coastal,Cloudy
2784,11.0,56,10.5,46.0,overcast,1006.74,4,Summer,8.5,inland,Cloudy
2785,-3.0,86,9.0,99.0,overcast,986.27,0,Winter,5.0,inland,Snowy
2786,21.0,62,13.5,97.0,partly cloudy,1005.6,1,Spring,1.0,inland,Rainy
2787,40.0,77,5.5,91.0,partly cloudy,1009.27,7,Winter,5.0,mountain,Cloudy
2788,20.0,50,14.0,33.0,overcast,1002.48,3,Autumn,5.0,coastal,Cloudy
2789,15.0,61,9.5,10.0,overcast,1014.72,1,Autumn,6.5,coastal,Cloudy
2790,20.0,67,11.5,29.0,partly cloudy,1012.24,2,Winter,6.5,inland,Cloudy
2791,47.0,102,13.0,84.0,partly cloudy,1008.26,3,Autumn,4.5,coastal,Cloudy
2792,18.0,76,8.0,32.0,partly cloudy,1003.73,2,Spring,8.0,mountain,Cloudy
2793,42.0,39,13.0,41.0,partly cloudy,897.88,0,Winter,6.5,inland,Cloudy
2794,0.0,74,2.5,63.0,overcast,981.75,0,Winter,4.0,mountain,Snowy
2795,31.0,94,28.0,109.0,overcast,1005.77,6,Autumn,3.5,mountain,Rainy
2796,30.0,50,14.5,41.0,overcast,1003.8,4,Winter,5.5,coastal,Cloudy
2797,18.0,102,15.0,70.0,partly cloudy,1006.23,10,Winter,0.5,inland,Rainy
2798,25.0,81,16.5,77.0,partly cloudy,1013.95,2,Autumn,5.0,mountain,Rainy
2799,-9.0,82,0.0,86.0,partly cloudy,999.55,1,Winter,4.5,mountain,Snowy
2800,35.0,39,3.5,4.0,clear,1012.37,6,Spring,9.5,coastal,Sunny
2801,18.0,91,7.5,85.0,partly cloudy,997.63,2,Spring,1.5,coastal,Rainy
2802,22.0,63,6.0,69.0,overcast,1015.98,2,Summer,2.0,mountain,Rainy
2803,-7.0,81,11.0,55.0,overcast,987.24,1,Winter,3.0,mountain,Snowy
2804,16.0,102,20.0,107.0,overcast,1007.48,9,Winter,2.0,mountain,Rainy
2805,35.0,62,1.0,6.0,clear,1025.0,10,Spring,5.5,coastal,Sunny
2806,41.0,74,10.0,20.0,cloudy,841.45,1,Spring,16.0,mountain,Rainy
2807,16.0,69,9.5,79.0,overcast,991.96,1,Summer,1.5,coastal,Rainy
2808,23.0,78,13.5,12.0,partly cloudy,1006.08,2,Autumn,5.0,inland,Cloudy
2809,32.0,39,0.0,13.0,clear,1010.58,8,Winter,7.5,mountain,Sunny
2810,23.0,63,13.5,70.0,partly cloudy,990.68,0,Winter,4.5,inland,Rainy
2811,-4.0,96,15.5,82.0,partly cloudy,980.68,1,Winter,4.5,mountain,Snowy
2812,16.0,109,39.0,87.0,partly cloudy,1011.38,11,Spring,2.0,inland,Rainy
2813,31.0,70,14.5,20.0,partly cloudy,1017.94,4,Summer,8.5,inland,Cloudy
2814,-9.0,72,7.5,81.0,overcast,996.77,1,Winter,3.0,inland,Snowy
2815,-2.0,91,2.5,71.0,overcast,998.55,1,Winter,5.0,mountain,Snowy
2816,7.0,27,13.0,33.0,overcast,818.97,8,Summer,17.5,mountain,Sunny
2817,14.0,75,7.0,97.0,overcast,1017.34,3,Autumn,3.0,coastal,Rainy
2818,-16.0,77,2.5,10.0,partly cloudy,874.04,6,Summer,16.0,coastal,Snowy
2819,43.0,24,10.0,16.0,clear,1027.72,5,Summer,8.5,mountain,Sunny
2820,2.0,82,7.0,98.0,overcast,996.01,0,Winter,1.5,inland,Snowy
2821,17.0,66,18.5,98.0,overcast,1013.12,1,Spring,4.0,coastal,Rainy
2822,11.0,74,13.5,35.0,overcast,1005.99,1,Winter,8.0,inland,Cloudy
2823,11.0,67,7.0,22.0,overcast,1003.46,1,Autumn,9.0,coastal,Cloudy
2824,4.0,97,18.0,55.0,overcast,999.61,1,Winter,3.0,inland,Snowy
2825,21.0,97,13.5,77.0,overcast,1018.85,3,Spring,2.5,mountain,Rainy
2826,43.0,46,6.5,17.0,partly cloudy,1026.19,8,Summer,8.0,coastal,Sunny
2827,20.0,66,11.0,52.0,partly cloudy,1019.78,3,Spring,4.5,mountain,Rainy
2828,0.0,82,7.0,72.0,overcast,987.27,1,Winter,1.5,inland,Snowy
2829,31.0,73,15.0,76.0,partly cloudy,1005.24,10,Spring,2.0,coastal,Rainy
2830,40.0,35,2.5,1.0,clear,1026.61,5,Winter,8.0,coastal,Sunny
2831,23.0,32,0.5,14.0,clear,1010.25,9,Spring,9.0,inland,Sunny
2832,31.0,62,8.0,97.0,overcast,1003.98,3,Spring,4.5,coastal,Rainy
2833,19.0,62,19.0,66.0,partly cloudy,1005.69,1,Spring,1.0,mountain,Rainy
2834,24.0,34,10.5,30.0,partly cloudy,967.99,7,Spring,13.0,coastal,Snowy
2835,56.0,74,30.5,109.0,partly cloudy,1008.81,14,Autumn,1.5,mountain,Rainy
2836,10.0,73,17.5,66.0,overcast,1009.7,0,Autumn,4.0,mountain,Rainy
2837,31.0,79,8.0,29.0,partly cloudy,1019.5,1,Spring,9.0,mountain,Cloudy
2838,42.0,27,8.0,16.0,partly cloudy,1022.78,10,Summer,10.0,inland,Sunny
2839,-8.0,88,12.0,80.0,overcast,993.19,1,Winter,4.5,inland,Snowy
2840,1.0,92,1.0,90.0,overcast,987.02,1,Winter,4.5,inland,Snowy
2841,15.0,64,6.5,21.0,overcast,1003.55,4,Winter,6.0,coastal,Cloudy
2842,16.0,66,9.0,23.0,partly cloudy,1016.22,2,Summer,6.5,inland,Cloudy
2843,-9.0,72,1.0,103.0,partly cloudy,998.72,2,Winter,2.0,inland,Snowy
2844,47.0,31,9.0,66.0,overcast,817.51,4,Summer,0.5,mountain,Cloudy
2845,22.0,91,7.5,56.0,overcast,1009.16,1,Winter,2.0,coastal,Rainy
2846,22.0,40,1.5,37.0,partly cloudy,1143.19,1,Summer,14.0,inland,Cloudy
2847,-2.0,82,18.5,64.0,overcast,982.39,0,Winter,1.5,mountain,Snowy
2848,24.0,61,14.5,31.0,partly cloudy,1008.44,3,Winter,6.0,mountain,Cloudy
2849,29.0,63,0.0,16.0,clear,1017.29,5,Spring,8.0,coastal,Sunny
2850,19.0,73,7.0,89.0,overcast,1016.18,2,Summer,1.0,mountain,Rainy
2851,52.0,90,10.5,103.0,overcast,1011.17,12,Autumn,6.0,inland,Cloudy
2852,25.0,62,8.0,56.0,partly cloudy,1013.11,1,Spring,3.0,mountain,Rainy
2853,18.0,84,8.0,69.0,overcast,1005.98,2,Spring,4.0,mountain,Rainy
2854,10.0,75,11.5,13.0,overcast,1018.93,2,Spring,8.5,mountain,Cloudy
2855,31.0,64,9.0,52.0,partly cloudy,1004.08,2,Autumn,4.0,inland,Rainy
2856,19.0,72,11.5,38.0,partly cloudy,1008.95,3,Spring,7.0,mountain,Cloudy
2857,-3.0,70,6.0,93.0,overcast,984.01,1,Winter,3.0,inland,Snowy
2858,39.0,54,1.0,12.0,partly cloudy,1018.49,7,Summer,7.5,coastal,Sunny
2859,30.0,62,10.5,93.0,overcast,1003.56,2,Autumn,3.0,inland,Rainy
2860,33.0,59,1.0,44.0,partly cloudy,1013.64,1,Autumn,8.0,mountain,Cloudy
2861,36.0,105,14.5,80.0,partly cloudy,1008.34,4,Spring,7.5,inland,Cloudy
2862,33.0,71,4.5,47.0,partly cloudy,1007.86,1,Summer,5.0,coastal,Cloudy
2863,11.0,77,34.5,75.0,partly cloudy,1012.22,10,Spring,6.5,inland,Cloudy
2864,-5.0,90,19.5,87.0,overcast,983.95,1,Winter,4.5,mountain,Snowy
2865,24.0,84,14.5,55.0,partly cloudy,1000.69,3,Winter,1.5,mountain,Rainy
2866,20.0,57,11.5,29.0,overcast,1014.14,1,Spring,7.5,coastal,Cloudy
2867,47.0,73,28.0,97.0,partly cloudy,1009.45,8,Autumn,1.5,mountain,Rainy
2868,13.0,109,45.0,73.0,overcast,992.31,2,Autumn,3.0,mountain,Rainy
2869,23.0,58,4.0,41.0,overcast,1005.03,1,Summer,8.5,coastal,Cloudy
2870,44.0,39,7.0,17.0,clear,1020.98,7,Spring,7.5,coastal,Sunny
2871,42.0,39,7.0,4.0,partly cloudy,1013.85,11,Spring,7.0,coastal,Sunny
2872,2.0,73,6.0,58.0,overcast,985.32,0,Winter,2.5,mountain,Snowy
2873,-1.0,62,15.0,72.0,overcast,984.87,1,Winter,3.5,inland,Snowy
2874,3.0,64,1.0,53.0,overcast,990.51,1,Winter,3.0,inland,Snowy
2875,12.0,71,4.0,13.0,partly cloudy,1016.43,4,Winter,6.0,mountain,Cloudy
2876,0.0,63,3.5,87.0,overcast,996.26,0,Winter,1.5,inland,Snowy
2877,-3.0,99,17.5,65.0,overcast,991.36,1,Winter,1.0,inland,Snowy
2878,2.0,91,25.0,91.0,partly cloudy,989.58,13,Winter,0.5,mountain,Snowy
2879,23.0,55,6.5,11.0,clear,1024.61,9,Autumn,7.0,inland,Sunny
2880,-15.0,74,15.5,91.0,overcast,980.75,5,Winter,5.0,mountain,Snowy
2881,44.0,40,0.5,16.0,clear,1020.24,11,Spring,9.5,inland,Sunny
2882,21.0,55,6.0,19.0,overcast,1017.92,1,Winter,5.5,coastal,Cloudy
2883,-12.0,84,23.0,100.0,overcast,996.59,0,Winter,6.5,inland,Snowy
2884,-2.0,90,4.5,92.0,overcast,989.3,0,Winter,4.0,inland,Snowy
2885,13.0,71,13.0,48.0,partly cloudy,1002.48,2,Autumn,5.5,inland,Cloudy
2886,31.0,69,10.0,16.0,clear,1027.38,8,Winter,10.0,mountain,Sunny
2887,28.0,53,6.0,15.0,partly cloudy,1012.75,4,Winter,5.5,coastal,Cloudy
2888,34.0,56,0.5,13.0,partly cloudy,1015.77,6,Winter,7.5,inland,Sunny
2889,36.0,34,7.0,8.0,clear,1027.84,10,Summer,7.0,coastal,Sunny
2890,19.0,73,18.0,90.0,partly cloudy,1013.57,5,Autumn,4.5,mountain,Sunny
2891,17.0,37,15.0,60.0,overcast,1033.2,1,Winter,8.0,coastal,Snowy
2892,14.0,76,16.5,96.0,partly cloudy,993.09,2,Winter,5.0,coastal,Rainy
2893,22.0,76,6.5,44.0,overcast,1019.85,3,Winter,8.0,inland,Cloudy
2894,31.0,52,12.5,17.0,overcast,1019.17,2,Winter,5.5,coastal,Cloudy
2895,17.0,60,20.0,57.0,overcast,1000.27,1,Winter,3.5,inland,Rainy
2896,23.0,44,6.5,1.0,clear,1028.61,7,Winter,5.0,inland,Sunny
2897,35.0,68,6.0,8.0,clear,1021.45,10,Autumn,5.5,coastal,Sunny
2898,-2.0,83,13.5,87.0,partly cloudy,981.97,0,Winter,1.5,mountain,Snowy
2899,17.0,93,17.5,72.0,partly cloudy,992.79,2,Spring,4.5,coastal,Rainy
2900,-7.0,90,0.5,90.0,overcast,985.69,0,Winter,1.0,inland,Snowy
2901,0.0,73,18.0,86.0,overcast,981.78,1,Winter,0.5,inland,Snowy
2902,20.0,64,5.0,45.0,overcast,1010.56,3,Winter,5.5,inland,Cloudy
2903,49.0,51,3.0,13.0,cloudy,1071.61,14,Winter,18.0,inland,Rainy
2904,-1.0,94,16.5,69.0,overcast,983.73,0,Winter,4.5,mountain,Snowy
2905,45.0,96,7.0,92.0,clear,1011.26,4,Summer,3.0,inland,Sunny
2906,27.0,72,5.5,56.0,cloudy,1091.74,4,Spring,11.0,inland,Rainy
2907,2.0,94,9.0,75.0,overcast,996.06,1,Winter,2.0,mountain,Snowy
2908,30.0,64,0.5,17.0,overcast,1007.7,4,Winter,6.0,inland,Cloudy
2909,15.0,88,18.0,84.0,overcast,1012.23,1,Autumn,2.5,mountain,Rainy
2910,-7.0,61,10.5,62.0,partly cloudy,998.17,1,Winter,4.5,mountain,Snowy
2911,23.0,56,3.5,24.0,overcast,1000.82,2,Autumn,9.0,inland,Cloudy
2912,32.0,53,9.0,17.0,overcast,1004.99,1,Winter,7.5,mountain,Cloudy
2913,11.0,69,10.0,11.0,partly cloudy,1007.27,3,Winter,8.5,mountain,Cloudy
2914,22.0,56,1.0,13.0,clear,1022.15,7,Spring,10.0,inland,Sunny
2915,11.0,72,8.5,38.0,overcast,1006.98,3,Winter,8.0,inland,Cloudy
2916,31.0,40,8.5,8.0,clear,1018.13,10,Autumn,8.5,coastal,Sunny
2917,2.0,87,15.0,70.0,overcast,992.46,0,Winter,2.5,mountain,Snowy
2918,21.0,60,9.5,15.0,partly cloudy,1002.17,2,Summer,7.5,mountain,Cloudy
2919,27.0,71,13.0,25.0,overcast,1011.47,3,Autumn,6.0,mountain,Cloudy
2920,19.0,53,6.5,17.0,overcast,1016.42,2,Autumn,7.5,mountain,Cloudy
2921,29.0,53,11.0,11.0,overcast,1018.02,1,Winter,8.5,inland,Cloudy
2922,9.0,105,24.5,77.0,overcast,1008.2,14,Summer,7.0,mountain,Cloudy
2923,-4.0,87,6.5,54.0,overcast,991.88,0,Winter,2.0,mountain,Snowy
2924,24.0,59,10.5,28.0,partly cloudy,1008.83,1,Summer,7.0,inland,Cloudy
2925,-7.0,90,17.5,69.0,overcast,993.98,0,Winter,3.0,mountain,Snowy
2926,21.0,46,9.5,7.0,clear,1025.29,5,Winter,6.5,coastal,Sunny
2927,-2.0,87,4.0,87.0,overcast,998.4,1,Winter,3.0,mountain,Snowy
2928,34.0,79,13.5,14.0,partly cloudy,1002.87,3,Summer,7.5,coastal,Cloudy
2929,31.0,74,13.5,35.0,overcast,1004.01,4,Winter,7.0,inland,Cloudy
2930,22.0,21,5.0,12.0,clear,1028.04,5,Autumn,7.5,coastal,Sunny
2931,26.0,79,6.5,75.0,partly cloudy,1012.03,5,Summer,5.0,inland,Cloudy
2932,31.0,75,8.0,80.0,partly cloudy,1026.17,9,Summer,8.0,mountain,Sunny
2933,-2.0,76,2.5,79.0,overcast,994.27,1,Winter,4.0,mountain,Snowy
2934,33.0,37,6.5,12.0,clear,1016.71,11,Spring,9.5,inland,Sunny
2935,25.0,57,10.0,0.0,clear,1017.98,5,Winter,6.5,coastal,Sunny
2936,76.0,94,15.5,103.0,overcast,1010.78,1,Summer,4.0,coastal,Rainy
2937,27.0,85,9.0,76.0,overcast,1016.44,3,Spring,1.5,inland,Rainy
2938,38.0,45,1.5,10.0,partly cloudy,1010.28,10,Summer,5.0,coastal,Sunny
2939,39.0,68,7.0,14.0,clear,1010.04,10,Summer,10.0,coastal,Sunny
2940,34.0,54,10.0,10.0,partly cloudy,1018.17,1,Autumn,7.0,inland,Cloudy
2941,-6.0,96,18.0,62.0,partly cloudy,980.22,1,Winter,2.0,inland,Snowy
2942,-7.0,96,15.0,81.0,overcast,981.53,0,Winter,4.0,mountain,Snowy
2943,44.0,33,3.5,13.0,partly cloudy,1026.66,10,Summer,9.5,inland,Sunny
2944,16.0,86,16.0,71.0,overcast,996.15,1,Winter,4.5,coastal,Rainy
2945,22.0,71,12.5,84.0,partly cloudy,990.67,0,Autumn,3.5,mountain,Rainy
2946,22.0,59,6.5,41.0,overcast,1015.79,1,Spring,8.5,inland,Cloudy
2947,-5.0,72,34.5,92.0,overcast,996.3,8,Winter,2.5,mountain,Snowy
